hgnc	chrom	obs_lof	exp_lof
HGNC:4367	chr5	3.0	6.0097
HGNC:4725	chr6	2.0	2.2866
HGNC:21250	chr6	1.0	2.5789
HGNC:10492	chr1	5.0	2.4962
HGNC:25292	chr19	4.0	4.8669
HGNC:1682	chr3	2.0	16.873
HGNC:11837	chr9	4.0	38.338
HGNC:16272	chr4	5.0	47.049
HGNC:4737	chr6	4.0	2.4854
HGNC:15720	chr14	8.0	41.051
HGNC:13031	chr10	12.0	15.371
HGNC:1967	chr2	29.0	30.045
HGNC:20813	chr6	11.0	12.433
HGNC:23368	chr9	4.0	19.819
HGNC:21215	chr6	2.0	15.036
HGNC:15346	chr14	8.0	6.3379
HGNC:37093	chr2	11.0	7.7941
HGNC:186	chr20	19.0	21.107
HGNC:17361	chr2	2.0	17.983
HGNC:32249	chr11	5.0	5.5124
HGNC:30695	chr12	1.0	13.232
HGNC:32971	chr17	21.0	24.776
HGNC:33752	chr14	7.0	8.1145
HGNC:32417	chr2	76.0	47.193
HGNC:24731	chr10	14.0	32.008
HGNC:4729	chr6	6.0	3.5086
HGNC:17801	chr19	13.0	36.342
HGNC:33454	chr2	2.0	25.842
HGNC:18519	chr9	8.0	6.2638
HGNC:6490	chr1	34.0	61.363
HGNC:20514	chr1	5.0	2.3465
HGNC:33767	chr5	5.0	5.7328
HGNC:6398	chr6	12.0	30.645
HGNC:14193	chr11	10.0	94.889
HGNC:4532	chr12	5.0	5.9989
HGNC:22958	chr5	4.0	21.561
HGNC:28550	chr10	13.0	15.164
HGNC:17382	chr12	8.0	54.125
HGNC:18664	chr7	4.0	13.241
HGNC:19826	chr14	21.0	29.253
HGNC:32281	chr12	5.0	5.7369
HGNC:20861	chr2	3.0	27.913
HGNC:1505	chr11	14.0	18.73
HGNC:561	chr19	1.0	47.024
HGNC:26305	chr19	12.0	26.425
HGNC:19233	chr10	11.0	15.652
HGNC:542	chr2	16.0	23.92
HGNC:17826	chr3	8.0	9.6676
HGNC:33277	chr9	2.0	2.0593
HGNC:41987	chr16	1.0	1.2778
HGNC:24586	chr16	2.0	14.138
HGNC:12922	chr7	2.0	3.196
HGNC:20817	chr19	6.0	4.8564
HGNC:22220	chr19	27.0	23.975
HGNC:17932	chr19	1.0	4.2024
HGNC:12880	chr19	6.0	6.9952
HGNC:18373	chr7	6.0	23.278
HGNC:21961	chr7	10.0	22.783
HGNC:544	chr5	20.0	40.693
HGNC:20875	chr19	1.0	4.6504
HGNC:4373	chr14	5.0	9.8788
HGNC:27596	chr18	11.0	8.5573
HGNC:20649	chr19	21.0	29.405
HGNC:27614	chr19	3.0	5.1414
HGNC:26253	chr1	21.0	45.63
HGNC:37261	chr4	15.0	27.903
HGNC:4787	chr6	4.0	1.9343
HGNC:6781	chr17	0.0	4.3457
HGNC:28633	chr9	11.0	15.193
HGNC:29345	chr22	2.0	14.496
HGNC:6453	chr17	12.0	20.14
HGNC:5467	chr6	17.0	120.04
HGNC:29464	chr1	2.0	2.1902
HGNC:24145	chr7	19.0	20.81
HGNC:2961	chr14	11.0	228.05
HGNC:31399	chr1	6.0	28.045
HGNC:18365	chr19	10.0	7.0884
HGNC:8648	chr12	1.0	20.831
HGNC:15948	chr20	9.0	20.225
HGNC:20116	chr14	6.0	10.214
HGNC:25712	chr2	22.0	52.382
HGNC:11283	chr20	2.0	25.818
HGNC:28650	chr7	2.0	6.4026
HGNC:28857	chr19	3.0	4.8999
HGNC:33106	chr19	9.0	17.231
HGNC:13498	chr19	3.0	4.9382
HGNC:18760	chr11	13.0	90.855
HGNC:15479	chr8	30.0	44.119
HGNC:16526	chr10	21.0	41.576
HGNC:30692	chr1	2.0	25.251
HGNC:49	chr7	27.0	34.46
HGNC:4774	chr6	0.0	2.93
HGNC:30646	chr7	10.0	56.357
HGNC:26496	chr16	7.0	4.379
HGNC:11454	chr16	17.0	16.002
HGNC:7748	chr13	38.0	42.52
HGNC:9557	chr17	1.0	29.344
HGNC:13838	chr10	6.0	16.586
HGNC:17644	chr8	22.0	51.967
HGNC:16106	chr20	0.0	15.684
HGNC:30529	chr9	3.0	3.4834
HGNC:10968	chr5	16.0	24.848
HGNC:34246	chr19	16.0	11.897
HGNC:14573	chr8	30.0	40.022
HGNC:29911	chr2	3.0	6.227
HGNC:29097	chr5	29.0	59.857
HGNC:8209	chr9	1.0	1.04
HGNC:4785	chr6	0.0	0.94578
HGNC:13445	chr1	28.0	22.887
HGNC:25860	chr1	1.0	4.9787
HGNC:8941	chr14	11.0	11.013
HGNC:14120	chr16	11.0	8.0713
HGNC:29300	chr19	9.0	33.063
HGNC:4651	chr8	6.0	19.464
HGNC:19157	chr16	1.0	9.3968
HGNC:4682	chr1	1.0	3.8317
HGNC:17228	chr8	26.0	41.855
HGNC:12953	chr6	15.0	20.014
HGNC:11497	chr6	0.0	56.543
HGNC:16135	chr20	9.0	9.9932
HGNC:1058	chr15	34.0	60.271
HGNC:26987	chr16	2.0	7.0553
HGNC:8168	chr11	3.0	5.0886
HGNC:24578	chr1	1.0	22.841
HGNC:11480	chr10	29.0	110.56
HGNC:16290	chr1	1.0	54.935
HGNC:14553	chr14	16.0	27.253
HGNC:8827	chr2	4.0	17.998
HGNC:30899	chr7	5.0	19.049
HGNC:14479	chr11	18.0	13.115
HGNC:25215	chr8	1.0	3.4342
HGNC:28082	chr9	11.0	16.955
HGNC:13174	chr19	4.0	5.2439
HGNC:27537	chr15	4.0	3.8494
HGNC:21806	chr7	21.0	26.404
HGNC:27984	chr8	7.0	9.8602
HGNC:30768	chr19	2.0	5.395
HGNC:10969	chr5	24.0	24.861
HGNC:30745	chr19	2.0	10.449
HGNC:226	chr21	4.0	22.953
HGNC:4851	chr4	19.0	158.56
HGNC:1338	chr19	0.0	1.0815
HGNC:2885	chr14	1.0	7.3551
HGNC:2615	chr19	17.0	20.611
HGNC:4767	chr6	4.0	3.4746
HGNC:23111	chr4	79.0	92.919
HGNC:25735	chr3	35.0	37.984
HGNC:34524	chr8	4.0	5.2228
HGNC:1492	chr17	29.0	36.461
HGNC:6108	chr1	13.0	30.071
HGNC:20707	chr10	5.0	7.1729
HGNC:14999	chr1	1.0	2.0588
HGNC:6857	chr6	15.0	67.901
HGNC:25590	chr10	23.0	47.473
HGNC:2632	chr19	15.0	18.589
HGNC:16906	chr7	10.0	12.531
HGNC:5034	chr5	3.0	17.939
HGNC:15926	chr20	3.0	8.5066
HGNC:8799	chr7	1.0	9.8229
HGNC:4705	chr4	4.0	5.3655
HGNC:2190	chr10	31.0	55.574
HGNC:11249	chr16	2.0	1.0991
HGNC:30954	chr1	5.0	4.6299
HGNC:8682	chr5	14.0	13.643
HGNC:28054	chr19	4.0	25.463
HGNC:24840	chr19	7.0	7.3376
HGNC:13444	chr20	13.0	14.807
HGNC:25885	chr19	3.0	3.4832
HGNC:20870	chr6	5.0	15.528
HGNC:16484	chr9	36.0	38.27
HGNC:34395	chr1	7.0	7.9778
HGNC:30577	chr1	19.0	44.987
HGNC:7602	chr15	23.0	110.52
HGNC:4712	chr19	4.0	7.6216
HGNC:16935	chr3	23.0	34.831
HGNC:20284	chr14	7.0	78.679
HGNC:25853	chr2	13.0	20.68
HGNC:3309	chr19	6.0	10.485
HGNC:18285	chr16	5.0	12.541
HGNC:8967	chr18	38.0	48.571
HGNC:29254	chr17	9.0	32.159
HGNC:5105	chr7	8.0	8.6106
HGNC:21653	chr9	4.0	37.774
HGNC:18503	chr11	28.0	30.061
HGNC:6286	chr3	2.0	10.969
HGNC:3368	chr20	14.0	26.819
HGNC:19026	chr1	1.0	12.861
HGNC:14998	chr1	3.0	7.1539
HGNC:3356	chr6	22.0	53.603
HGNC:34454	chr16	28.0	33.355
HGNC:26222	chr11	3.0	25.974
HGNC:25801	chr5	82.0	146.21
HGNC:27611	chr19	3.0	5.4359
HGNC:29673	chr12	6.0	13.952
HGNC:7576	chr14	65.0	93.318
HGNC:24740	chr19	22.0	31.399
HGNC:17719	chr1	4.0	5.2931
HGNC:29619	chr11	22.0	19.119
HGNC:8584	chr18	17.0	16.617
HGNC:3009	chr2	23.0	52.863
HGNC:8944	chr18	10.0	14.728
HGNC:18731	chr9	9.0	12.245
HGNC:20811	chr19	3.0	4.1005
HGNC:28373	chr12	9.0	14.7
HGNC:2941	chr12	128.0	215.89
HGNC:28542	chr11	21.0	20.766
HGNC:33760	chr21	1.0	1.8258
HGNC:11273	chr9	8.0	143.15
HGNC:7842	chr15	3.0	5.0096
HGNC:14652	chr11	5.0	22.608
HGNC:29266	chr18	8.0	29.144
HGNC:25087	chr4	29.0	26.611
HGNC:10293	chr2	7.0	10.907
HGNC:21628	chr19	0.0	3.7415
HGNC:2335	chr1	36.0	29.318
HGNC:8920	chr9	4.0	51.855
HGNC:10414	chr12	0.0	6.1957
HGNC:31748	chr11	2.0	3.5879
HGNC:9498	chr10	3.0	27.205
HGNC:10487	chr1	1.0	2.3319
HGNC:26684	chr10	51.0	91.775
HGNC:21253	chr6	6.0	8.2431
HGNC:10348	chr2	4.0	5.9746
HGNC:5128	chr12	2.0	10.513
HGNC:20667	chr3	15.0	24.354
HGNC:2771	chr19	8.0	8.2769
HGNC:37285	chr9	17.0	14.457
HGNC:13353	chr1	7.0	5.2653
HGNC:25782	chr10	4.0	33.716
HGNC:27289	chr16	28.0	17.405
HGNC:19836	chr14	16.0	26.985
HGNC:11546	chr1	4.0	8.4282
HGNC:27603	chr19	8.0	6.4532
HGNC:25567	chr1	19.0	33.718
HGNC:26110	chr11	6.0	17.52
HGNC:21629	chr19	15.0	22.678
HGNC:29303	chr9	75.0	98.275
HGNC:20728	chr20	19.0	27.492
HGNC:8104	chr5	13.0	21.731
HGNC:28554	chr4	13.0	12.399
HGNC:20510	chr12	2.0	1.7989
HGNC:2608	chr19	12.0	17.856
HGNC:12971	chr19	19.0	19.842
HGNC:8484	chr11	4.0	5.3076
HGNC:28045	chr1	5.0	10.861
HGNC:13110	chr19	5.0	8.2456
HGNC:4446	chr8	17.0	26.088
HGNC:14631	chr9	8.0	19.631
HGNC:23567	chr5	6.0	19.563
HGNC:33114	chr19	24.0	25.464
HGNC:9339	chr12	11.0	13.933
HGNC:25373	chr2	5.0	19.992
HGNC:7597	chr17	34.0	66.596
HGNC:17899	chr3	6.0	8.6439
HGNC:15141	chr11	7.0	5.76
HGNC:12547	chr4	14.0	20.798
HGNC:23429	chr10	5.0	4.7245
HGNC:17989	chr11	21.0	23.277
HGNC:14405	chr8	38.0	97.256
HGNC:7988	chr10	86.0	103.02
HGNC:253	chr4	16.0	15.483
HGNC:10970	chr11	15.0	23.319
HGNC:13954	chr6	6.0	2.1749
HGNC:11717	chr12	11.0	22.44
HGNC:11237	chr16	48.0	36.947
HGNC:20846	chr1	4.0	2.1501
HGNC:19764	chr1	1.0	3.3881
HGNC:28730	chr19	15.0	21.006
HGNC:13280	chr14	6.0	31.859
HGNC:30936	chr19	1.0	4.7965
HGNC:13847	chr6	17.0	27.927
HGNC:16447	chr19	6.0	5.2404
HGNC:14752	chr3	5.0	4.2684
HGNC:9066	chr16	15.0	82.197
HGNC:25463	chr5	47.0	46.518
HGNC:13141	chr19	14.0	17.957
HGNC:24427	chr3	12.0	11.557
HGNC:10496	chr1	1.0	2.4361
HGNC:10302	chr9	4.0	11.536
HGNC:29125	chr1	13.0	42.771
HGNC:12904	chr19	0.0	0.99157
HGNC:7226	chr1	3.0	10.371
HGNC:1908	chr9	68.0	171.91
HGNC:6925	chr18	2.0	7.9775
HGNC:14416	chr6	15.0	16.805
HGNC:33765	chr3	2.0	5.5893
HGNC:24789	chr1	1.0	1.947
HGNC:26705	chr12	9.0	13.019
HGNC:6308	chr7	36.0	43.53
HGNC:23387	chr9	28.0	46.529
HGNC:17967	chr12	16.0	23.092
HGNC:28303	chr19	26.0	32.394
HGNC:2906	chr8	3.0	39.059
HGNC:14493	chr12	3.0	6.5782
HGNC:19745	chr10	23.0	37.367
HGNC:15807	chr20	23.0	65.029
HGNC:26484	chr19	10.0	15.372
HGNC:12408	chr13	6.0	13.69
HGNC:13067	chr7	3.0	5.7057
HGNC:13703	chr8	3.0	23.61
HGNC:28854	chr19	13.0	24.306
HGNC:896	chr1	7.0	11.728
HGNC:9662	chr20	4.0	21.106
HGNC:4545	chr5	12.0	34.072
HGNC:9369	chr12	9.0	22.757
HGNC:26025	chr10	2.0	16.054
HGNC:382	chr7	14.0	16.737
HGNC:11457	chr2	10.0	14.082
HGNC:2611	chr19	21.0	19.05
HGNC:12860	chr18	3.0	12.016
HGNC:14258	chr6	9.0	38.002
HGNC:29064	chr22	75.0	89.636
HGNC:18909	chr17	5.0	4.9387
HGNC:29994	chr4	18.0	26.719
HGNC:25741	chr19	3.0	8.1568
HGNC:252	chr4	11.0	14.33
HGNC:13041	chr10	5.0	21.658
HGNC:24293	chr5	10.0	29.977
HGNC:25981	chr9	1.0	6.6828
HGNC:3166	chr9	3.0	10.867
HGNC:6915	chr22	3.0	5.9807
HGNC:4908	chr2	22.0	26.488
HGNC:16759	chr19	5.0	6.4504
HGNC:20130	chr14	2.0	5.5517
HGNC:26149	chr2	3.0	10.038
HGNC:26061	chr15	2.0	22.871
HGNC:37454	chr16	4.0	2.6286
HGNC:29657	chr1	8.0	34.416
HGNC:6822	chr1	3.0	33.032
HGNC:25238	chr11	5.0	4.6063
HGNC:13045	chr8	19.0	20.587
HGNC:16110	chr20	13.0	19.445
HGNC:11749	chr13	2.0	19.829
HGNC:13258	chr12	11.0	13.817
HGNC:28192	chr19	12.0	20.05
HGNC:15749	chr20	12.0	11.698
HGNC:15806	chr20	17.0	23.691
HGNC:22960	chr4	11.0	12.4
HGNC:29040	chr1	61.0	186.58
HGNC:11456	chr2	16.0	18.192
HGNC:20222	chr14	15.0	25.385
HGNC:1392	chr1	8.0	115.95
HGNC:24713	chr3	5.0	38.196
HGNC:21376	chr6	2.0	2.9161
HGNC:18676	chr17	2.0	46.929
HGNC:10317	chr17	0.0	7.6201
HGNC:23096	chr10	12.0	14.698
HGNC:11447	chr14	4.0	17.852
HGNC:13736	chr19	3.0	4.6496
HGNC:16878	chr17	1.0	98.505
HGNC:25084	chr12	19.0	19.153
HGNC:15938	chr20	23.0	24.538
HGNC:19616	chr11	7.0	4.5798
HGNC:16393	chr7	8.0	63.462
HGNC:23440	chr10	9.0	15.299
HGNC:8826	chr19	18.0	52.717
HGNC:25537	chr4	36.0	45.534
HGNC:12983	chr6	15.0	26.195
HGNC:26509	chr12	3.0	3.7462
HGNC:40044	chr20	5.0	6.5065
HGNC:26558	chr11	14.0	15.256
HGNC:7585	chr17	7.0	9.511
HGNC:33257	chr19	0.0	3.2397
HGNC:5126	chr12	3.0	10.551
HGNC:19310	chr22	0.0	12.234
HGNC:752	chr19	1.0	13.473
HGNC:757	chr8	31.0	50.982
HGNC:17722	chr2	13.0	19.309
HGNC:16804	chr16	13.0	54.532
HGNC:4241	chr2	8.0	42.687
HGNC:12640	chr11	5.0	35.731
HGNC:33705	chr3	13.0	8.0412
HGNC:6184	chr2	41.0	108.39
HGNC:8031	chr1	16.0	36.956
HGNC:7056	chr10	8.0	45.749
HGNC:7398	chr16	2.0	3.1653
HGNC:22201	chr7	2.0	11.661
HGNC:13138	chr19	10.0	7.9453
HGNC:12437	chr12	15.0	32.022
HGNC:33843	chr9	1.0	2.8852
HGNC:26427	chr19	8.0	23.638
HGNC:18907	chr17	3.0	2.7859
HGNC:15553	chr22	9.0	9.2874
HGNC:25392	chr19	18.0	28.05
HGNC:23305	chr19	3.0	6.3246
HGNC:30955	chr19	2.0	3.2782
HGNC:12011	chr9	9.0	18.988
HGNC:32486	chr3	8.0	8.2782
HGNC:15567	chr6	9.0	6.5326
HGNC:33230	chr19	1.0	3.8513
HGNC:26323	chr1	43.0	51.293
HGNC:24141	chr11	12.0	8.9777
HGNC:31675	chr1	0.0	21.531
HGNC:25638	chr4	8.0	12.662
HGNC:4953	chr6	9.0	7.4844
HGNC:11231	chr14	5.0	34.156
HGNC:2148	chr4	22.0	33.867
HGNC:6782	chr7	0.0	4.0891
HGNC:34345	chr1	11.0	20.688
HGNC:17030	chr2	11.0	23.881
HGNC:9080	chr6	0.0	1.4898
HGNC:33627	chr15	3.0	4.7841
HGNC:13073	chr19	3.0	3.2329
HGNC:6164	chr13	18.0	27.473
HGNC:28445	chr10	7.0	9.9894
HGNC:30570	chr19	1.0	4.3198
HGNC:18893	chr13	7.0	7.8173
HGNC:23170	chr14	38.0	62.247
HGNC:27801	chr7	12.0	15.917
HGNC:2515	chr11	4.0	49.603
HGNC:13917	chr6	1.0	21.716
HGNC:20305	chr9	21.0	22.091
HGNC:19689	chr1	7.0	7.1528
HGNC:30416	chr1	4.0	7.9538
HGNC:648	chr8	3.0	15.802
HGNC:26442	chr3	3.0	2.4823
HGNC:11841	chr2	3.0	46.999
HGNC:1742	chr4	49.0	148.99
HGNC:29025	chr19	3.0	35.587
HGNC:7163	chr12	15.0	21.513
HGNC:960	chr14	8.0	82.001
HGNC:387	chr10	23.0	18.724
HGNC:24335	chr2	2.0	12.965
HGNC:24487	chr5	19.0	21.725
HGNC:6974	chr1	0.0	26.734
HGNC:10484	chr1	50.0	253.38
HGNC:26337	chr19	8.0	6.23
HGNC:18732	chr9	3.0	18.837
HGNC:18665	chr3	8.0	14.748
HGNC:15936	chr20	13.0	77.697
HGNC:17717	chr2	3.0	33.715
HGNC:11573	chr16	8.0	23.54
HGNC:21114	chr6	12.0	17.886
HGNC:1442	chr14	0.0	9.1495
HGNC:6667	chr6	118.0	90.196
HGNC:21589	chr12	2.0	8.6602
HGNC:23639	chr5	62.0	97.854
HGNC:31010	chr9	2.0	2.9811
HGNC:8604	chr10	20.0	30.416
HGNC:29170	chr15	42.0	48.629
HGNC:34	chr1	89.0	116.59
HGNC:19425	chr1	7.0	57.165
HGNC:4558	chr6	9.0	9.9227
HGNC:29021	chr12	104.0	124.31
HGNC:29436	chr1	17.0	17.521
HGNC:19959	chr14	27.0	72.118
HGNC:2908	chr6	0.0	31.51
HGNC:26363	chr17	7.0	30.903
HGNC:14601	chr6	13.0	16.76
HGNC:12566	chr9	45.0	98.378
HGNC:24745	chr19	23.0	17.935
HGNC:6532	chr10	2.0	21.611
HGNC:14952	chr6	5.0	7.7677
HGNC:16850	chr11	4.0	67.849
HGNC:20318	chr14	8.0	24.392
HGNC:3542	chr1	41.0	94.738
HGNC:14133	chr16	2.0	5.5593
HGNC:19410	chr10	2.0	20.186
HGNC:29147	chr17	3.0	18.888
HGNC:16807	chr7	10.0	46.86
HGNC:11038	chr21	2.0	19.433
HGNC:25720	chr1	22.0	24.871
HGNC:1738	chr14	6.0	98.437
HGNC:18606	chr1	8.0	4.4435
HGNC:10299	chr6	1.0	10.682
HGNC:16790	chr1	21.0	33.051
HGNC:21297	chr1	27.0	40.726
HGNC:11487	chr1	7.0	59.879
HGNC:26892	chr20	4.0	11.826
HGNC:28310	chr1	6.0	19.233
HGNC:15739	chr12	14.0	17.572
HGNC:29138	chr5	3.0	33.45
HGNC:28291	chr17	4.0	11.854
HGNC:16767	chr9	9.0	40.734
HGNC:7512	chr11	40.0	122.36
HGNC:14101	chr8	0.0	16.952
HGNC:1310	chr22	4.0	17.801
HGNC:3942	chr1	19.0	150.81
HGNC:30386	chr15	2.0	12.045
HGNC:24605	chr18	1.0	48.502
HGNC:20565	chr18	45.0	70.82
HGNC:13746	chr1	2.0	30.046
HGNC:20889	chr1	35.0	51.212
HGNC:7892	chr14	10.0	14.723
HGNC:8623	chr14	3.0	12.636
HGNC:20264	chr12	1.0	5.394
HGNC:29178	chr1	4.0	33.929
HGNC:16838	chr19	1.0	9.4788
HGNC:21102	chr6	6.0	11.117
HGNC:1677	chr1	5.0	12.763
HGNC:4595	chr7	6.0	31.463
HGNC:20311	chr13	2.0	23.248
HGNC:17054	chr10	23.0	62.167
HGNC:15783	chr15	21.0	40.739
HGNC:4542	chr3	6.0	9.4828
HGNC:4986	chr1	0.0	6.5162
HGNC:30397	chr22	8.0	6.5111
HGNC:17598	chr6	4.0	18.507
HGNC:17494	chr1	4.0	7.4486
HGNC:8140	chr3	13.0	70.318
HGNC:29044	chr1	12.0	67.029
HGNC:10485	chr15	56.0	250.81
HGNC:13070	chr7	30.0	26.116
HGNC:25160	chr1	6.0	8.2471
HGNC:18136	chr3	3.0	9.4055
HGNC:15590	chr17	16.0	36.516
HGNC:18988	chr8	1.0	23.707
HGNC:1863	chr16	22.0	21.57
HGNC:1674	chr11	8.0	15.631
HGNC:23625	chr9	8.0	57.094
HGNC:29468	chr1	10.0	9.069
HGNC:18416	chr12	5.0	11.476
HGNC:24448	chr4	4.0	8.7689
HGNC:28270	chr19	7.0	12.226
HGNC:16791	chr1	2.0	7.9089
HGNC:13082	chr21	22.0	85.8
HGNC:25418	chr17	8.0	20.676
HGNC:34438	chr5	8.0	10.886
HGNC:28669	chr9	35.0	35.034
HGNC:4544	chr10	7.0	34.379
HGNC:25598	chr7	23.0	43.207
HGNC:19911	chr9	13.0	24.087
HGNC:20256	chr10	7.0	52.204
HGNC:29371	chr2	16.0	17.782
HGNC:20465	chr9	22.0	64.669
HGNC:18241	chr1	6.0	12.883
HGNC:27139	chr1	6.0	9.8733
HGNC:20365	chr14	4.0	11.77
HGNC:1490	chr7	0.0	18.564
HGNC:11986	chr20	0.0	50.324
HGNC:9341	chr15	19.0	44.863
HGNC:6855	chr17	6.0	39.259
HGNC:11290	chr22	12.0	50.877
HGNC:27915	chr1	7.0	9.3053
HGNC:9216	chr2	0.0	6.9768
HGNC:24246	chr10	3.0	24.513
HGNC:26933	chr9	17.0	25.474
HGNC:30938	chr3	33.0	68.367
HGNC:29110	chr17	47.0	54.255
HGNC:17660	chr10	21.0	40.507
HGNC:22408	chr2	6.0	37.377
HGNC:16859	chr1	5.0	24.841
HGNC:626	chr16	15.0	8.5711
HGNC:30140	chr17	6.0	25.352
HGNC:21239	chr6	8.0	5.0477
HGNC:26138	chr5	23.0	18.399
HGNC:27033	chr5	1.0	8.0366
HGNC:23035	chr6	6.0	43.954
HGNC:29083	chr4	1.0	11.301
HGNC:7631	chr22	18.0	20.49
HGNC:24644	chr1	15.0	56.065
HGNC:23419	chr10	7.0	25.725
HGNC:11778	chr20	29.0	33.382
HGNC:17481	chr5	9.0	31.298
HGNC:10259	chr9	0.0	26.583
HGNC:29799	chr10	3.0	22.386
HGNC:29423	chr19	1.0	3.1788
HGNC:23791	chr14	10.0	55.276
HGNC:4440	chr22	0.0	2.049
HGNC:15017	chr1	0.0	1.6948
HGNC:28166	chr1	10.0	10.881
HGNC:26970	chr1	3.0	5.0707
HGNC:1941	chr1	10.0	18.677
HGNC:30491	chr1	4.0	5.6706
HGNC:1485	chr1	25.0	34.249
HGNC:27010	chr1	12.0	16.975
HGNC:2334	chr1	64.0	81.779
HGNC:16795	chr6	9.0	11.32
HGNC:30003	chr1	6.0	5.2768
HGNC:21180	chr6	3.0	4.0805
HGNC:30233	chr1	4.0	4.4904
HGNC:21118	chr6	65.0	53.27
HGNC:4508	chr1	5.0	11.308
HGNC:31932	chr1	5.0	9.4395
HGNC:3619	chr1	9.0	10.416
HGNC:21571	chr6	4.0	7.4927
HGNC:15030	chr1	1.0	1.0313
HGNC:21488	chr6	1.0	5.0938
HGNC:16871	chr10	0.0	0.12499
HGNC:33858	chr6	0.0	2.589
HGNC:23527	chr10	16.0	20.587
HGNC:32057	chr1	7.0	4.559
HGNC:32046	chr1	0.0	1.3018
HGNC:11265	chr1	1.0	0.23409
HGNC:31823	chr1	16.0	13.138
HGNC:33787	chr10	12.0	15.512
HGNC:23470	chr10	2.0	1.1841
HGNC:2727	chr6	16.0	19.639
HGNC:23531	chr10	8.0	14.086
HGNC:24700	chr1	3.0	2.4852
HGNC:23492	chr10	19.0	23.531
HGNC:5217	chr1	11.0	12.589
HGNC:5218	chr1	11.0	11.07
HGNC:27424	chr10	7.0	44.582
HGNC:21403	chr6	7.0	13.271
HGNC:21390	chr6	4.0	7.2165
HGNC:15882	chr20	6.0	15.151
HGNC:11194	chr20	2.0	5.9666
HGNC:26016	chr20	6.0	6.8443
HGNC:21382	chr6	6.0	6.571
HGNC:33699	chr6	2.0	5.4082
HGNC:19201	chr6	4.0	5.5397
HGNC:24032	chr1	7.0	10.507
HGNC:23294	chr10	7.0	4.959
HGNC:24582	chr1	4.0	6.3572
HGNC:32044	chr1	5.0	8.7357
HGNC:29379	chr1	28.0	32.206
HGNC:32069	chr1	10.0	11.868
HGNC:32058	chr1	22.0	32.174
HGNC:27038	chr9	6.0	9.7543
HGNC:28096	chr1	9.0	7.8619
HGNC:23671	chr9	2.0	5.3275
HGNC:23442	chr10	6.0	4.5273
HGNC:23452	chr10	10.0	18.042
HGNC:23444	chr10	12.0	19.373
HGNC:21773	chr10	13.0	17.029
HGNC:23443	chr10	13.0	13.215
HGNC:21375	chr6	4.0	11.301
HGNC:24814	chr1	2.0	9.3813
HGNC:16162	chr20	3.0	8.0521
HGNC:6077	chr1	33.0	52.939
HGNC:21328	chr2	10.0	10.393
HGNC:6408	chr20	0.0	7.5378
HGNC:17861	chr2	19.0	37.807
HGNC:11960	chr2	3.0	100.1
HGNC:27418	chr2	1.0	2.2237
HGNC:19761	chr10	14.0	43.776
HGNC:25793	chr1	15.0	33.54
HGNC:21251	chr6	6.0	4.0768
HGNC:23456	chr10	7.0	13.118
HGNC:23466	chr10	9.0	9.9251
HGNC:20712	chr1	7.0	16.334
HGNC:27274	chr10	4.0	6.2707
HGNC:9329	chr10	9.0	8.4593
HGNC:23730	chr10	9.0	10.476
HGNC:17167	chr10	20.0	15.9
HGNC:25572	chr1	4.0	35.282
HGNC:29313	chr2	12.0	42.255
HGNC:31454	chr9	4.0	6.8647
HGNC:2681	chr6	7.0	26.501
HGNC:1078	chr2	4.0	47.928
HGNC:11615	chr1	7.0	18.001
HGNC:4926	chr6	0.0	8.7312
HGNC:10018	chr6	3.0	16.419
HGNC:3554	chr6	9.0	14.42
HGNC:10478	chr6	1.0	21.659
HGNC:27901	chr17	1.0	3.5953
HGNC:14704	chr9	9.0	5.82
HGNC:2187	chr6	25.0	114.07
HGNC:4936	chr6	13.0	10.203
HGNC:1103	chr6	3.0	35.484
HGNC:4934	chr6	6.0	12.042
HGNC:2210	chr2	4.0	94.538
HGNC:9545	chr6	5.0	13.466
HGNC:44	chr6	17.0	32.397
HGNC:27563	chr17	6.0	8.4803
HGNC:4947	chr6	2.0	10.597
HGNC:1142	chr6	17.0	19.607
HGNC:2192	chr9	27.0	73.843
HGNC:13922	chr6	27.0	31.466
HGNC:32390	chr11	5.0	7.3306
HGNC:7884	chr6	51.0	86.75
HGNC:8633	chr6	1.0	20.293
HGNC:320	chr6	24.0	25.069
HGNC:10068	chr6	8.0	10.829
HGNC:324	chr6	1.0	15.46
HGNC:29502	chr2	14.0	19.052
HGNC:13943	chr6	2.0	8.1522
HGNC:13949	chr6	15.0	14.083
HGNC:14033	chr17	16.0	22.113
HGNC:40030	chr17	1.0	1.7731
HGNC:44395	chr2	4.0	6.4044
HGNC:14529	chr2	2.0	10.586
HGNC:11398	chr6	15.0	19.556
HGNC:16848	chr17	8.0	9.0522
HGNC:33758	chr17	5.0	13.425
HGNC:2992	chr6	16.0	18.581
HGNC:10898	chr6	45.0	65.758
HGNC:13974	chr6	9.0	27.946
HGNC:26331	chr11	14.0	17.262
HGNC:19066	chr6	0.0	9.3655
HGNC:10683	chr11	2.0	8.6129
HGNC:14129	chr6	20.0	65.188
HGNC:29471	chr11	20.0	20.335
HGNC:13941	chr6	29.0	43.607
HGNC:7758	chr6	10.0	20.241
HGNC:5233	chr6	4.0	6.0559
HGNC:5232	chr6	3.0	5.9504
HGNC:5234	chr6	11.0	14.765
